Application,Process,SubProcess,BusRole,Business Role Description,Standard Activity,Type,System,Platform,Entitlement Description,Entitlement Value,Authorization Object,Field-Level Security Name,Field-Level Security Value,4th Level Security Name,4th Level Security Value,Additional Comments
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,COSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AOM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,OESAMP,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AOM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,OEUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AOM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,FSSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AOM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,ECSALES,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AOM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,SMINQ,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AOM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,CFSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AOM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,XXUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AOM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,OMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AOM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,AMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AOM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,COSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AOM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,OESAMP,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AOM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,OEUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AOM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,FSSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AOM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,ECSALES,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AOM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,SMINQ,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AOM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,CFSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AOM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,XXUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AOM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,OMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AOM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,AMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AOM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,COSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AOM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,OESAMP,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AOM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,OEUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AOM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,FSSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AOM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,ECSALES,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AOM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,SMINQ,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AOM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,CFSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AOM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,XXUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AOM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,OMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AOM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,AMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AOM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,COSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AOM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,OESAMP,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AOM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,OEUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AOM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,FSSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AOM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,ECSALES,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AOM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,SMINQ,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AOM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,CFSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AOM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,XXUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AOM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,OMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AOM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,AMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AOM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,COSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AOM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,OESAMP,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AOM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,OEUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AOM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,FSSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AOM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,ECSALES,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AOM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,SMINQ,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AOM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,CFSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AOM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,XXUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AOM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,OMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AOM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,AMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AOM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,COSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AOM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,OESAMP,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AOM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,OEUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AOM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,FSSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AOM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,ECSALES,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AOM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,SMINQ,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AOM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,CFSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AOM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,XXUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AOM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,OMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AOM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,AMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AOM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,COSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AOM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,OESAMP,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AOM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,OEUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AOM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,FSSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AOM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,ECSALES,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AOM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,SMINQ,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AOM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,CFSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AOM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,XXUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AOM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,OMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AOM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,AMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AOM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,COSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AOM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,OESAMP,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AOM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,OEUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AOM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,FSSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AOM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,ECSALES,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AOM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,SMINQ,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AOM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,CFSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AOM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,XXUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AOM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,OMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AOM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,AMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AOM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,COSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AOM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,OESAMP,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AOM&BASIS20&OESAMP&*ALL
